AGENT,PLAYER,AVG COMBAT SCORE,K,D,A,K/D,ADR,KAST,FK,FD,FDD,HS%,PLANTS,DEFUSES,ECON RATING,,,,,,,,,,,,,,
Gekko,TrippyHippy,322,21,13,5,1.62,238.9,0.84,4,1,3,0.3,3,1,89,,,,,,,,,,,,,,
Neon,C4RL05,296,18,17,6,1.06,180.1,0.95,3,4,-1,0.27,0,0,74,,,,,,,,,,,,,,
Fade,Gurasu,290,20,14,4,1.43,158.4,0.84,3,0,3,0.26,0,0,53,,,,,,,,,,,,,,
Viper,Chaosgreg77,250,19,10,6,1.90,163.9,0.84,1,1,0,0.24,1,1,88,,,,,,,,,,,,,,
Clove,Cheonma,243,18,20,2,0.90,153.1,0.63,1,0,1,0.49,3,0,57,,,,,,,,,,,,,,
Raze,N0Visi0n,233,15,13,5,1.15,157.3,0.89,3,1,2,0.14,0,4,60,,,,,,,,,,,,,,
Phoenix,Tomi Yea,182,11,17,7,0.65,124.4,0.68,1,1,0,0.1,3,0,51,,,,,,,,,,,,,,
Iso,Belax,170,11,17,5,0.65,121.5,0.68,0,4,-4,0.3,2,0,47,,,,,,,,,,,,,,
Brimstone,Falke,145,11,13,2,0.85,94,0.63,3,2,1,0.35,0,0,37,,,,,,,,,,,,,,
Raze,5oup5,80,5,16,3,0.31,66.7,0.53,0,5,-5,0.17,1,1,27,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NovisioNNation,L0BSTER,,13,-,6,,Bind,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
