AGENT,PLAYER,AVG COMBAT SCORE,K,D,A,K/D,ADR,KAST,FK,FD,FDD,HS%,PLANTS,DEFUSES,ECON RATING,,,,,,,,,,,,,,
Cypher,asil,337,17,12,4,1.42,222.9,0.69,2,0,2,0.32,0,3,92,,,,,,,,,,,,,,
Reyna,jar opener,254,13,12,2,1.08,154.4,0.75,4,2,2,0.29,1,0,71,,,,,,,,,,,,,,
Neon,cloy,221,14,10,2,1.40,160.9,0.69,5,5,0,0.25,0,0,64,,,,,,,,,,,,,,
Cypher,Sky空,209,14,10,1,1.40,123.2,0.75,2,3,-1,0.34,2,0,58,,,,,,,,,,,,,,
Omen,jam,175,10,5,11,2,124.8,0.94,1,0,1,0.24,0,0,67,,,,,,,,,,,,,,
Sova,Joon,147,9,5,5,1.80,94.7,0.81,0,0,0,0.06,7,1,76,,,,,,,,,,,,,,
Breach,CNex,131,8,8,12,1,92.6,0.81,0,0,0,0.2,3,0,39,,,,,,,,,,,,,,
Omen,Mrconly,88,4,15,3,0.27,56.3,0.5,1,4,-3,0.08,0,0,22,,,,,,,,,,,,,,
Breach,ross,72,4,16,0,0.25,49.2,0.44,1,2,-1,0.06,0,0,21,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triple V,Rulebook Rebels,Clove Hater,13,-,3,,Haven,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
