AGENT,PLAYER,AVG COMBAT SCORE,K,D,A,K/D,ADR,KAST,FK,FD,FDD,HS%,PLANTS,DEFUSES,ECON RATING,,,,,,,,,,,,,,
Iso,FireBucklerMan,370,27,10,4,2.70,220.7,0.85,5,2,3,0.21,0,2,93,,,,,,,,,,,,,,
Astra,Beans420,261,19,14,4,1.36,163.2,0.7,2,1,1,0.19,2,1,68,,,,,,,,,,,,,,
Sova,magmoz,258,19,13,6,1.46,186.9,0.95,0,1,-1,0.14,1,0,71,,,,,,,,,,,,,,
Iso,Artilize,229,16,17,4,0.94,149.3,0.6,2,2,0,0.33,0,0,56,,,,,,,,,,,,,,
Astra,Mengoura,226,16,13,8,1.23,155.3,0.75,1,3,-2,0.27,1,2,84,,,,,,,,,,,,,,
Jett,aaa2,211,15,16,1,0.94,140.8,0.65,3,6,-3,0.23,0,0,52,,,,,,,,,,,,,,
Killjoy,GRAT1S,151,9,13,2,0.69,104.6,0.55,1,1,0,0.1,0,0,44,,,,,,,,,,,,,,
Killjoy,Fawlezz,140,11,15,1,0.73,99.7,0.6,2,1,1,0.27,0,0,37,,,,,,,,,,,,,,
Yoru,fürte,106,7,14,7,0.50,74,0.75,4,2,2,0.17,3,0,25,,,,,,,,,,,,,,
Gekko,AlyssaMoonLOL,47,2,16,5,0.12,33.2,0.55,0,1,-1,0.17,6,0,14,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crude Geniuses,SteakMV,,13,-,7,,Pearl,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
